Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFMN1141CA,2021.12,538.243,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2022.03,558.157,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2022.06,590.592,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2022.09,581.825,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2022.12,613.083,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2023.03,592.61,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2023.06,630.814,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2023.09,603.06,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CA,2023.12,612.701,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1141CS,2004.06,170.772,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2004.09,177.977,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2004.12,179.184,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2005.03,175.141,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2005.06,184.854,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2005.09,186.973,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2005.12,190.77,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2006.03,204.866,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2006.06,204.17,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2006.09,204.384,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2006.12,209.63,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2007.03,216.686,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2007.06,223.697,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2007.09,228.932,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2007.12,242.624,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2008.03,240.165,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2008.06,247.664,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2008.09,259.532,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2008.12,256.641,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2009.03,243.811,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2009.06,266.114,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2009.09,258.557,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2009.12,260.605,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2010.03,264.673,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2010.06,262.998,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2010.09,268.057,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2010.12,264.18,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2011.03,265.393,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2011.06,274.693,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2011.09,288.84,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2011.12,293.236,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2012.03,298.671,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2012.06,300.855,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2012.09,288.37,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2012.12,297.801,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2013.03,312.089,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2013.06,297.598,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2013.09,316.283,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2013.12,314.81,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2014.03,322.778,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2014.06,338.75,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2014.09,322.704,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2014.12,348.615,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2015.03,316.834,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2015.06,324.566,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2015.09,329.211,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2015.12,327.193,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.03,361.328,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.06,331.754,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.09,339.709,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2016.12,357.661,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.03,374.203,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.06,404.225,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.09,406.375,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2017.12,393.258,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.03,393.849,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.06,412.843,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.09,422.501,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2018.12,425.94,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.03,426.379,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.06,444.103,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.09,469.686,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2019.12,472.825,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.03,469.599,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.06,418.988,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.09,469.224,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2020.12,445.853,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.03,491.81,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.06,496.029,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.09,510.818,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2021.12,541.441,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.03,588.866,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.06,567.226,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.09,575.534,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2022.12,613.225,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2023.03,622.959,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2023.06,606.809,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2023.09,599.411,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CS,2023.12,610.832,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1141CT,2004.06,171.873,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2004.09,176.848,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2004.12,177.843,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.03,178.104,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.06,182.605,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.09,187.021,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2005.12,193.246,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.03,201.871,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.06,205.02,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.09,204.923,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2006.12,209.53,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.03,216.677,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.06,222.818,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.09,231.49,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2007.12,238.9,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.03,242.492,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.06,248.658,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.09,256.905,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2008.12,257.786,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.03,256.003,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.06,257.145,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.09,258.638,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2009.12,261.245,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.03,263.187,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.06,265.064,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.09,265.876,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2010.12,264.99,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.03,265.851,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.06,275.527,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.09,286.976,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2011.12,294.344,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.03,299.195,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.06,297.331,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.09,292.309,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2012.12,299.018,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.03,305.07,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.06,306.063,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.09,310.194,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2013.12,317.089,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2014.03,325.611,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1141CT,2014.06,330.95,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Veterinary and Other Professional Services,Sales (operating income),Current prices,Trend,
